           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
   12684.698585 [0000]  <idle>                              0.089      0.000      3.217 
   12684.698596 [0007]  Chrome_ChildIOT[17607/17566]       32.808      0.014      0.070 
   12684.698671 [0001]  <idle>                              0.004      0.000      3.071 
   12684.698686 [0000]  VizCompositorTh[17609/17566]       16.683      0.005      0.101 
   12684.698704 [0006]  <idle>                              0.102      0.000      0.156 
   12684.698707 [0001]  Chrome_ChildIOT[17616/17603]       16.750      0.007      0.036 
   12684.698759 [0006]  Compositor[17623/17603]             0.156      0.005      0.055 
   12684.700687 [0000]  <idle>                              0.101      0.000      2.000 
   12684.700690 [0007]  <idle>                              0.070      0.000      2.093 
   12684.700697 [0007]  rcu_preempt[15]                     7.978      0.011      0.006 
   12684.700698 [0000]  kworker/0:0-eve[17935]              0.000      0.009      0.011 
   12684.704683 [0007]  <idle>                              0.006      0.000      3.986 
   12684.704689 [0007]  rcu_preempt[15]                     3.986      0.006      0.005 
   12684.706410 [0000]  <idle>                              0.011      0.000      5.711 
   12684.706413 [0006]  <idle>                              0.055      0.000      7.654 
   12684.706429 [0000]  kworker/u32:13-[17311]             13.710      0.005      0.019 
   12684.706472 [0000]  <idle>                              0.019      0.000      0.043 
   12684.706497 [0006]  Xorg[1087]                         11.041      0.006      0.083 
   12684.706608 [0006]  <idle>                              0.083      0.000      0.111 
   12684.706626 [0000]  budgie-wm[1560]                    11.104      0.006      0.153 
   12684.706642 [0006]  Xorg[1087]                          0.111      0.006      0.033 
   12684.706655 [0003]  <idle>                              2.163      0.000     12.229 
   12684.706764 [0003]  tilix[2046]                        12.229      0.023      0.108 
   12684.707677 [0000]  <idle>                              0.153      0.000      1.050 
   12684.707706 [0006]  <idle>                              0.033      0.000      1.064 
   12684.707706 [0000]  budgie-wm[1560]                     1.050      0.005      0.029 
   12684.707723 [0000]  <idle>                              0.029      0.000      0.017 
   12684.707727 [0006]  Xorg[1087]                          1.064      0.006      0.020 
   12684.707991 [0006]  <idle>                              0.020      0.000      0.264 
   12684.707997 [0000]  budgie-wm[1560]                     0.017      0.004      0.273 
   12684.708009 [0000]  <idle>                              0.273      0.000      0.011 
   12684.708010 [0006]  Xorg[1087]                          0.264      0.005      0.019 
   12684.708286 [0006]  <idle>                              0.019      0.000      0.275 
   12684.708303 [0000]  budgie-wm[1560]                     0.011      0.006      0.294 
   12684.708365 [0006]  budgie-wm:cs0[1567/1560]           16.260      0.006      0.078 
   12684.708366 [0000]  <idle>                              0.294      0.000      0.062 
   12684.708366 [0001]  <idle>                              0.036      0.000      9.658 
   12684.708398 [0006]  <idle>                              0.078      0.000      0.032 
   12684.708404 [0001]  gfx[850]                           12.766      0.019      0.037 
   12684.708413 [0000]  budgie-wm[1560]                     0.062      0.006      0.047 
   12684.708474 [0000]  <idle>                              0.047      0.000      0.060 
   12684.708521 [0000]  kworker/u32:13-[17311]              2.044      0.004      0.047 
   12684.708522 [0006]  Xorg[1087]                          0.387      0.007      0.124 
   12684.708531 [0003]  <idle>                              0.108      0.000      1.767 
   12684.708600 [0006]  <idle>                              0.124      0.000      0.078 
   12684.708623 [0000]  <idle>                              0.047      0.000      0.102 
   12684.708627 [0006]  Xorg[1087]                          0.078      0.006      0.026 
   12684.708652 [0003]  budgie-wm[1560]                     0.118      0.025      0.120 
   12684.708996 [0003]  <idle>                              0.120      0.000      0.343 
   12684.709000 [0001]  <idle>                              0.037      0.000      0.596 
   12684.709014 [0001]  gfx[850]                            0.596      0.014      0.014 
   12684.709059 [0003]  kworker/u32:13-[17311]              0.474      0.011      0.063 
   12684.710071 [0006]  <idle>                              0.026      0.000      1.443 
   12684.710081 [0000]  tilix[2046]                         1.859      0.006      1.458 
   12684.710210 [0000]  <idle>                              1.458      0.000      0.128 
   12684.710222 [0006]  Xorg[1087]                          1.443      0.006      0.151 
   12684.710258 [0001]  <idle>                              0.014      0.000      1.243 
   12684.710265 [0000]  Xorg:cs0[1091/1087]                14.947      0.008      0.055 
   12684.710267 [0006]  <idle>                              0.151      0.000      0.044 
   12684.710278 [0001]  gfx[850]                            1.243      0.007      0.020 
   12684.710400 [0000]  <idle>                              0.055      0.000      0.134 
   12684.710409 [0006]  Xorg[1087]                          0.044      0.007      0.141 
   12684.710416 [0001]  <idle>                              0.020      0.000      0.137 
   12684.710420 [0000]  Xorg:cs0[1091/1087]                 0.134      0.005      0.019 
   12684.710421 [0006]  <idle>                              0.141      0.000      0.012 
   12684.710430 [0001]  gfx[850]                            0.137      0.004      0.013 
   12684.710527 [0000]  <idle>                              0.019      0.000      0.107 
   12684.710536 [0006]  Xorg[1087]                          0.012      0.005      0.115 
   12684.710543 [0000]  Xorg:cs0[1091/1087]                 0.107      0.005      0.015 
   12684.710545 [0006]  <idle>                              0.115      0.000      0.008 
   12684.710567 [0001]  <idle>                              0.013      0.000      0.137 
   12684.710576 [0001]  gfx[850]                            0.137      0.004      0.009 
   12684.710627 [0001]  <idle>                              0.009      0.000      0.051 
   12684.710631 [0001]  gfx[850]                            0.051      0.003      0.003 
   12684.710650 [0000]  <idle>                              0.015      0.000      0.107 
   12684.710659 [0006]  Xorg[1087]                          0.008      0.004      0.113 
   12684.710664 [0001]  <idle>                              0.003      0.000      0.033 
   12684.710669 [0000]  Xorg:cs0[1091/1087]                 0.107      0.003      0.018 
   12684.710670 [0006]  <idle>                              0.113      0.000      0.011 
   12684.710677 [0001]  gfx[850]                            0.033      0.004      0.012 
   12684.710689 [0001]  <idle>                              0.012      0.000      0.012 
   12684.710693 [0001]  gfx[850]                            0.012      0.003      0.003 
   12684.710759 [0001]  <idle>                              0.003      0.000      0.066 
   12684.710762 [0001]  gfx[850]                            0.066      0.003      0.003 
   12684.710765 [0003]  <idle>                              0.063      0.000      1.705 
   12684.710863 [0003]  budgie-wm[1560]                     2.112      0.019      0.098 
   12684.710879 [0000]  <idle>                              0.018      0.000      0.209 
   12684.710895 [0006]  Xorg[1087]                          0.011      0.005      0.225 
   12684.710905 [0001]  <idle>                              0.003      0.000      0.142 
   12684.710912 [0000]  Xorg:cs0[1091/1087]                 0.209      0.004      0.033 
   12684.710915 [0006]  <idle>                              0.225      0.000      0.019 
   12684.710919 [0001]  gfx[850]                            0.142      0.004      0.014 
   12684.710936 [0003]  <idle>                              0.098      0.000      0.072 
   12684.710955 [0006]  Xorg[1087]                          0.019      0.007      0.040 
   12684.711015 [0006]  <idle>                              0.040      0.000      0.060 
   12684.711027 [0002]  code[17603]                         0.835      0.016     38.746 
   12684.711036 [0000]  <idle>                              0.033      0.000      0.123 
   12684.711056 [0000]  Xorg[1087]                          0.080      0.007      0.020 
   12684.711063 [0003]  budgie-wm[1560]                     0.072      0.010      0.127 
   12684.711108 [0002]  <idle>                             38.746      0.000      0.081 
   12684.711196 [0001]  <idle>                              0.014      0.000      0.277 
   12684.711200 [0001]  gfx[850]                            0.277      0.003      0.003 
   12684.711292 [0000]  <idle>                              0.020      0.000      0.235 
   12684.711338 [0002]  code[17603]                         0.081      0.009      0.229 
   12684.711354 [0001]  <idle>                              0.003      0.000      0.153 
   12684.711371 [0006]  Compositor[17623/17603]            12.256      0.008      0.355 
   12684.711405 [0001]  Chrome_ChildIOT[17616/17603]       12.646      0.007      0.051 
   12684.711408 [0007]  <idle>                              0.005      0.000      6.719 
   12684.711461 [0001]  <idle>                              0.051      0.000      0.055 
   12684.711509 [0001]  Chrome_ChildIOT[17616/17603]        0.055      0.006      0.048 
   12684.711519 [0002]  <idle>                              0.229      0.000      0.181 
   12684.711560 [0007]  Chrome_ChildIOT[17607/17566]       12.811      0.017      0.151 
   12684.711566 [0001]  <idle>                              0.048      0.000      0.057 
   12684.711566 [0007]  <idle>                              0.151      0.000      0.006 
   12684.711597 [0001]  Chrome_ChildIOT[17616/17603]        0.057      0.007      0.030 
   12684.711613 [0007]  Chrome_ChildIOT[17607/17566]        0.006      0.000      0.046 
   12684.711700 [0006]  <idle>                              0.355      0.000      0.328 
   12684.711712 [0002]  code[17566]                       242.588      0.013      0.192 
   12684.711756 [0001]  <idle>                              0.030      0.000      0.158 
   12684.711766 [0006]  code:cs0[17572/17566]               0.000      0.011      0.066 
   12684.711767 [0002]  <idle>                              0.192      0.000      0.055 
   12684.711782 [0001]  gfx[850]                            0.555      0.008      0.026 
   12684.711867 [0001]  <idle>                              0.026      0.000      0.085 
   12684.711874 [0001]  gfx[850]                            0.085      0.004      0.006 
   12684.711906 [0002]  code[17566]                         0.055      0.008      0.139 
   12684.712619 [0001]  <idle>                              0.006      0.000      0.745 
   12684.712691 [0007]  <idle>                              0.046      0.000      1.078 
   12684.712695 [0001]  Chrome_ChildIOT[17616/17603]        1.022      0.009      0.075 
   12684.712696 [0002]  <idle>                              0.139      0.000      0.789 
   12684.712707 [0002]  rcu_preempt[15]                     8.007      0.017      0.011 
   12684.712743 [0002]  <idle>                              0.011      0.000      0.035 
   12684.712754 [0007]  Chrome_ChildIOT[17607/17566]        1.078      0.030      0.062 
   12684.712804 [0002]  code[17566]                         0.836      0.006      0.060 
   12684.713083 [0001]  <idle>                              0.075      0.000      0.387 
   12684.713119 [0007]  <idle>                              0.062      0.000      0.365 
   12684.713123 [0001]  Chrome_ChildIOT[17616/17603]        0.387      0.009      0.040 
   12684.713150 [0002]  <idle>                              0.060      0.000      0.346 
   12684.713156 [0007]  Chrome_ChildIOT[17607/17566]        0.365      0.009      0.036 
   12684.713186 [0006]  <idle>                              0.066      0.000      1.419 
   12684.713195 [0002]  code[17566]                         0.346      0.007      0.045 
   12684.713201 [0000]  CompositorTileW[17628/17603]        0.000      0.007      1.909 
   12684.713204 [0004]  <idle>                              0.775      0.000     22.835 
   12684.713242 [0006]  code[17603]                         1.848      0.008      0.055 
   12684.713261 [0001]  <idle>                              0.040      0.000      0.137 
   12684.713284 [0007]  <idle>                              0.036      0.000      0.128 
   12684.713284 [0001]  Chrome_ChildIOT[17616/17603]        0.137      0.005      0.022 
   12684.713332 [0002]  <idle>                              0.045      0.000      0.137 
   12684.713343 [0007]  Chrome_ChildIOT[17607/17566]        0.128      0.007      0.058 
   12684.713569 [0001]  <idle>                              0.022      0.000      0.285 
   12684.713572 [0004]  Compositor[17623/17603]             1.832      0.015      0.368 
   12684.713586 [0001]  Chrome_ChildIOT[17616/17603]        0.285      0.004      0.016 
   12684.713586 [0007]  <idle>                              0.058      0.000      0.243 
   12684.713624 [0001]  <idle>                              0.016      0.000      0.037 
   12684.713637 [0007]  Chrome_ChildIOT[17607/17566]        0.243      0.006      0.051 
   12684.713650 [0004]  <idle>                              0.368      0.000      0.077 
   12684.713652 [0001]  Chrome_ChildIOT[17616/17603]        0.037      0.004      0.028 
   12684.713760 [0007]  <idle>                              0.051      0.000      0.122 
   12684.713786 [0006]  <idle>                              0.055      0.000      0.544 
   12684.713793 [0004]  Compositor[17623/17603]             0.077      0.005      0.143 
   12684.713827 [0006]  code[17603]                         0.544      0.005      0.040 
   12684.713844 [0000]  <idle>                              1.909      0.000      0.643 
   12684.713852 [0007]  Chrome_ChildIOT[17607/17566]        0.122      0.006      0.091 
   12684.714042 [0001]  <idle>                              0.028      0.000      0.389 
   12684.714065 [0004]  <idle>                              0.143      0.000      0.271 
   12684.714071 [0001]  Chrome_ChildIOT[17616/17603]        0.389      0.006      0.029 
   12684.714087 [0004]  Compositor[17623/17603]             0.271      0.005      0.022 
   12684.714296 [0001]  <idle>                              0.029      0.000      0.224 
   12684.714316 [0004]  <idle>                              0.022      0.000      0.228 
   12684.714317 [0000]  VizCompositorTh[17609/17566]       15.157      0.005      0.473 
   12684.714320 [0001]  Chrome_ChildIOT[17616/17603]        0.224      0.006      0.024 
   12684.714332 [0004]  Compositor[17623/17603]             0.228      0.003      0.016 
   12684.714332 [0006]  <idle>                              0.040      0.000      0.505 
   12684.714347 [0002]  code[17566]                         0.137      0.006      1.015 
   12684.714385 [0001]  <idle>                              0.024      0.000      0.064 
   12684.714395 [0006]  code:cs0[17572/17566]               2.566      0.009      0.062 
   12684.714396 [0002]  <idle>                              1.015      0.000      0.048 
   12684.714413 [0001]  gfx[850]                            2.511      0.006      0.027 
   12684.714608 [0002]  code[17566]                         0.048      0.007      0.212 
   12684.714620 [0002]  sdma0[859]                          0.000      0.015      0.011 
   12684.714725 [0006]  <idle>                              0.062      0.000      0.330 
   12684.714742 [0002]  code[17566]                         0.011      0.000      0.122 
   12684.714745 [0001]  <idle>                              0.027      0.000      0.332 
   12684.714748 [0001]  gfx[850]                            0.332      0.002      0.002 
   12684.714752 [0006]  code:cs0[17572/17566]               0.330      0.005      0.027 
   12684.714754 [0002]  <idle>                              0.346      0.000      0.011 
   12684.714905 [0001]  <idle>                              0.002      0.000      0.156 
   12684.714908 [0002]  code[17566]                         0.011      0.006      0.153 
   12684.714914 [0001]  gfx[850]                            0.156      0.002      0.008 
   12684.714925 [0002]  sdma0[859]                          0.287      0.008      0.017 
   12684.714950 [0002]  code[17566]                         0.017      0.000      0.025 
   12684.714971 [0002]  sdma0[859]                          0.025      0.004      0.020 
   12684.714985 [0002]  code[17566]                         0.020      0.000      0.014 
   12684.715001 [0002]  sdma0[859]                          0.014      0.004      0.015 
   12684.715015 [0001]  <idle>                              0.008      0.000      0.101 
   12684.715018 [0002]  code[17566]                         0.015      0.000      0.017 
   12684.715024 [0002]  sdma0[859]                          0.017      0.004      0.005 
   12684.715026 [0001]  gfx[850]                            0.101      0.001      0.011 
   12684.715093 [0004]  <idle>                              0.016      0.000      0.761 
   12684.715105 [0004]  Compositor[17623/17603]             0.761      0.003      0.011 
   12684.715107 [0001]  <idle>                              0.011      0.000      0.080 
   12684.715110 [0001]  gfx[850]                            0.080      0.001      0.002 
   12684.715367 [0000]  <idle>                              0.473      0.000      1.049 
   12684.715405 [0001]  <idle>                              0.002      0.000      0.295 
   12684.715422 [0000]  VizCompositorTh[17609/17566]        1.049      0.004      0.055 
   12684.715422 [0004]  <idle>                              0.011      0.000      0.317 
   12684.715425 [0001]  Chrome_ChildIOT[17616/17603]        1.084      0.003      0.020 
   12684.715472 [0007]  <idle>                              0.091      0.000      1.619 
   12684.715478 [0004]  Compositor[17623/17603]             0.317      0.004      0.055 
   12684.715502 [0000]  <idle>                              0.055      0.000      0.080 
   12684.715511 [0007]  Chrome_ChildIOT[17607/17566]        1.619      0.009      0.039 
   12684.715530 [0000]  VizCompositorTh[17609/17566]        0.080      0.003      0.027 
   12684.715928 [0006]  <idle>                              0.027      0.000      1.176 
   12684.715943 [0002]  code[17566]                         0.005      0.000      0.919 
   12684.716003 [0001]  <idle>                              0.020      0.000      0.577 
   12684.716016 [0006]  code:cs0[17572/17566]               1.176      0.008      0.087 
   12684.716018 [0002]  <idle>                              1.189      0.000      0.074 
   12684.716020 [0001]  gfx[850]                            0.893      0.004      0.017 
   12684.716047 [0000]  <idle>                              0.027      0.000      0.517 
   12684.716060 [0002]  code[17566]                         0.074      0.007      0.042 
   12684.716104 [0002]  <idle>                              0.042      0.000      0.044 
   12684.716115 [0000]  Xorg[1087]                          4.990      0.004      0.067 
   12684.716135 [0000]  <idle>                              0.067      0.000      0.020 
   12684.716151 [0006]  <idle>                              0.087      0.000      0.135 
   12684.716166 [0000]  VizCompositorTh[17609/17566]        0.605      0.004      0.030 
   12684.716183 [0006]  ThreadPoolForeg[17606/17566]        0.000      0.005      0.031 
   12684.716185 [0000]  <idle>                              0.030      0.000      0.019 
   12684.716187 [0002]  code[17566]                         0.044      0.004      0.082 
   12684.716207 [0002]  <idle>                              0.082      0.000      0.019 
   12684.716212 [0000]  Xorg[1087]                          0.070      0.002      0.026 
   12684.716223 [0000]  <idle>                              0.026      0.000      0.011 
   12684.716224 [0002]  code[17566]                         0.019      0.003      0.017 
   12684.716234 [0002]  <idle>                              0.017      0.000      0.009 
   12684.716236 [0000]  Xorg[1087]                          0.011      0.002      0.012 
   12684.716243 [0000]  <idle>                              0.012      0.000      0.007 
   12684.716244 [0002]  code[17566]                         0.009      0.002      0.010 
   12684.716253 [0002]  <idle>                              0.010      0.000      0.008 
   12684.716254 [0000]  Xorg[1087]                          0.007      0.002      0.011 
   12684.716262 [0000]  <idle>                              0.011      0.000      0.007 
   12684.716263 [0002]  code[17566]                         0.008      0.002      0.010 
   12684.716272 [0002]  <idle>                              0.010      0.000      0.009 
   12684.716274 [0000]  Xorg[1087]                          0.007      0.002      0.011 
   12684.716313 [0002]  code[17566]                         0.009      0.002      0.040 
   12684.717442 [0001]  <idle>                              0.017      0.000      1.422 
   12684.717447 [0001]  gfx[850]                            1.422      0.002      0.004 
   12684.720674 [0002]  <idle>                              0.040      0.000      4.360 
   12684.720681 [0002]  rcu_preempt[15]                     7.966      0.007      0.007 
   12684.723054 [0000]  <idle>                              0.011      0.000      6.779 
   12684.723074 [0003]  <idle>                              0.127      0.000     12.010 
   12684.723092 [0006]  <idle>                              0.031      0.000      6.908 
   12684.723093 [0003]  kworker/u32:13-[17311]             14.014      0.008      0.019 
   12684.723183 [0004]  <idle>                              0.055      0.000      7.704 
   12684.723192 [0000]  Xorg[1087]                          6.779      0.004      0.138 
   12684.723231 [0001]  <idle>                              0.004      0.000      5.783 
   12684.723237 [0000]  <idle>                              0.138      0.000      0.045 
   12684.723238 [0004]  Xorg:cs0[1091/1087]                12.270      0.008      0.054 
   12684.723245 [0006]  budgie-wm[1560]                    12.028      0.010      0.152 
   12684.723254 [0001]  gfx[850]                            5.783      0.006      0.023 
   12684.723322 [0004]  <idle>                              0.054      0.000      0.084 
   12684.723330 [0000]  Xorg[1087]                          0.045      0.004      0.092 
   12684.723342 [0001]  <idle>                              0.023      0.000      0.087 
   12684.723345 [0004]  Xorg:cs0[1091/1087]                 0.084      0.003      0.022 
   12684.723346 [0000]  <idle>                              0.092      0.000      0.015 
   12684.723359 [0006]  <idle>                              0.152      0.000      0.114 
   12684.723360 [0001]  gfx[850]                            0.087      0.004      0.017 
   12684.723362 [0002]  <idle>                              0.007      0.000      2.680 
   12684.723388 [0000]  Xorg[1087]                          0.015      0.003      0.042 
   12684.723390 [0003]  <idle>                              0.019      0.000      0.296 
   12684.723406 [0002]  code[17566]                         7.048      0.003      0.043 
   12684.723408 [0000]  <idle>                              0.042      0.000      0.020 
   12684.723408 [0001]  <idle>                              0.017      0.000      0.048 
   12684.723426 [0006]  budgie-wm[1560]                     0.114      0.005      0.066 
   12684.723432 [0002]  <idle>                              0.043      0.000      0.026 
   12684.723438 [0000]  Xorg[1087]                          0.020      0.011      0.029 
   12684.723459 [0000]  <idle>                              0.029      0.000      0.021 
   12684.723461 [0002]  code[17566]                         0.026      0.004      0.028 
   12684.723464 [0003]  tilix[2046]                        13.308      0.011      0.073 
   12684.723480 [0002]  <idle>                              0.028      0.000      0.018 
   12684.723485 [0000]  Xorg[1087]                          0.021      0.004      0.025 
   12684.723495 [0000]  <idle>                              0.025      0.000      0.010 
   12684.723495 [0002]  code[17566]                         0.018      0.004      0.015 
   12684.723510 [0002]  <idle>                              0.015      0.000      0.014 
   12684.723515 [0000]  Xorg[1087]                          0.010      0.004      0.019 
   12684.723524 [0002]  code[17566]                         0.014      0.003      0.013 
   12684.723524 [0000]  <idle>                              0.019      0.000      0.009 
   12684.723527 [0001]  code[17638]                       190.844      0.008      0.118 
   12684.723538 [0002]  <idle>                              0.013      0.000      0.014 
   12684.723542 [0000]  Xorg[1087]                          0.009      0.004      0.017 
   12684.723572 [0000]  <idle>                              0.017      0.000      0.029 
   12684.723587 [0002]  code[17566]                         0.014      0.003      0.048 
   12684.723612 [0000]  VizCompositorTh[17609/17566]        7.405      0.004      0.040 
   12684.724478 [0006]  <idle>                              0.066      0.000      1.052 
   12684.724508 [0000]  <idle>                              0.040      0.000      0.896 
   12684.724511 [0006]  budgie-wm[1560]                     1.052      0.005      0.032 
   12684.724528 [0006]  <idle>                              0.032      0.000      0.016 
   12684.724532 [0000]  Xorg[1087]                          0.966      0.004      0.024 
   12684.724538 [0001]  <idle>                              0.118      0.000      1.011 
   12684.724545 [0001]  gfx[850]                            1.178      0.003      0.006 
   12684.724679 [0002]  <idle>                              0.048      0.000      1.091 
   12684.724701 [0002]  kworker/2:3-eve[17452]              0.000      0.010      0.022 
   12684.724830 [0000]  <idle>                              0.024      0.000      0.297 
   12684.724836 [0006]  budgie-wm[1560]                     0.016      0.004      0.308 
   12684.724848 [0000]  Xorg[1087]                          0.297      0.004      0.018 
   12684.724850 [0006]  <idle>                              0.308      0.000      0.013 
   12684.724912 [0000]  <idle>                              0.018      0.000      0.063 
   12684.724915 [0006]  budgie-wm[1560]                     0.013      0.008      0.064 
   12684.724926 [0000]  Xorg[1087]                          0.063      0.005      0.014 
   12684.724926 [0006]  <idle>                              0.064      0.000      0.011 
   12684.725211 [0004]  <idle>                              0.022      0.000      1.866 
   12684.725230 [0006]  budgie-wm[1560]                     0.011      0.006      0.303 
   12684.725259 [0001]  <idle>                              0.006      0.000      0.713 
   12684.725264 [0004]  budgie-wm:cs0[1567/1560]           16.846      0.011      0.053 
   12684.725268 [0006]  <idle>                              0.303      0.000      0.038 
   12684.725279 [0001]  gfx[850]                            0.713      0.005      0.019 
   12684.725296 [0000]  <idle>                              0.014      0.000      0.369 
   12684.725305 [0006]  budgie-wm[1560]                     0.038      0.008      0.037 
   12684.725359 [0003]  <idle>                              0.073      0.000      1.895 
   12684.725394 [0006]  <idle>                              0.037      0.000      0.088 
   12684.725398 [0003]  kworker/u32:13-[17311]              2.265      0.006      0.039 
   12684.725401 [0000]  Xorg[1087]                          0.369      0.005      0.104 
   12684.725430 [0000]  <idle>                              0.104      0.000      0.029 
   12684.725452 [0003]  <idle>                              0.039      0.000      0.053 
   12684.725455 [0000]  Xorg[1087]                          0.029      0.004      0.024 
   12684.725458 [0006]  budgie-wm[1560]                     0.088      0.006      0.064 
   12684.726566 [0000]  <idle>                              0.024      0.000      1.111 
   12684.726579 [0003]  tilix[2046]                         1.988      0.004      1.126 
   12684.726722 [0004]  <idle>                              0.053      0.000      1.457 
   12684.726735 [0000]  Xorg[1087]                          1.111      0.005      0.169 
   12684.726764 [0004]  Xorg:cs0[1091/1087]                 3.377      0.008      0.042 
   12684.726765 [0000]  <idle>                              0.169      0.000      0.029 
   12684.726766 [0001]  <idle>                              0.019      0.000      1.486 
   12684.726795 [0001]  gfx[850]                            1.486      0.010      0.029 
   12684.726908 [0004]  <idle>                              0.042      0.000      0.144 
   12684.726920 [0000]  Xorg[1087]                          0.029      0.004      0.154 
   12684.726925 [0004]  Xorg:cs0[1091/1087]                 0.144      0.003      0.016 
   12684.726928 [0000]  <idle>                              0.154      0.000      0.007 
   12684.727035 [0004]  <idle>                              0.016      0.000      0.109 
   12684.727045 [0000]  Xorg[1087]                          0.007      0.004      0.117 
   12684.727049 [0004]  Xorg:cs0[1091/1087]                 0.109      0.003      0.014 
   12684.727051 [0000]  <idle>                              0.117      0.000      0.006 
   12684.727158 [0004]  <idle>                              0.014      0.000      0.108 
   12684.727169 [0000]  Xorg[1087]                          0.006      0.004      0.118 
   12684.727172 [0004]  Xorg:cs0[1091/1087]                 0.108      0.003      0.014 
   12684.727176 [0000]  <idle>                              0.118      0.000      0.006 
   12684.727256 [0006]  <idle>                              0.064      0.000      1.797 
   12684.727307 [0006]  budgie-wm[1560]                     1.797      0.007      0.050 
   12684.727392 [0004]  <idle>                              0.014      0.000      0.220 
   12684.727410 [0000]  Xorg[1087]                          0.006      0.000      0.233 
   12684.727424 [0004]  Xorg:cs0[1091/1087]                 0.220      0.003      0.031 
   12684.727427 [0000]  <idle>                              0.233      0.000      0.017 
   12684.727440 [0006]  <idle>                              0.050      0.000      0.133 
   12684.727463 [0000]  Xorg[1087]                          0.017      0.005      0.036 
   12684.727515 [0000]  <idle>                              0.036      0.000      0.051 
   12684.727532 [0000]  Xorg[1087]                          0.051      0.005      0.017 
   12684.727537 [0006]  budgie-wm[1560]                     0.133      0.004      0.097 
   12684.727720 [0000]  <idle>                              0.017      0.000      0.188 
   12684.727751 [0003]  <idle>                              1.126      0.000      1.172 
   12684.727773 [0006]  <idle>                              0.097      0.000      0.235 
   12684.727796 [0004]  <idle>                              0.031      0.000      0.371 
   12684.727824 [0001]  <idle>                              0.029      0.000      1.029 
   12684.727827 [0004]  conv[18456/18451]                   0.000      0.001      0.031 
   12684.727830 [0004]  <idle>                              0.031      0.000      0.003 
   12684.727858 [0002]  <idle>                              0.022      0.000      3.156 
   12684.727893 [0007]  <idle>                              0.039      0.000     12.381 
   12684.727922 [0005]  conv[18451]                         0.099      0.000    303.006 
   12684.728325 [0001]  conv[18457/18451]                   0.000      0.003      0.501 
   12684.728351 [0001]  gfx[850]                            1.530      0.007      0.026 
   12684.728359 [0001]  conv[18457/18451]                   0.026      0.000      0.008 
   12684.728371 [0001]  gfx[850]                            0.008      0.004      0.011 
   12684.728427 [0001]  conv[18457/18451]                   0.011      0.000      0.055 
   12684.728437 [0001]  gfx[850]                            0.055      0.004      0.010 
   12684.728493 [0001]  conv[18457/18451]                   0.010      0.000      0.055 
   12684.728504 [0001]  gfx[850]                            0.055      0.004      0.011 
   12684.728558 [0001]  conv[18457/18451]                   0.011      0.000      0.054 
   12684.728563 [0001]  gfx[850]                            0.054      0.004      0.005 
   12684.728671 [0005]  conv[18460/18451]                   0.000      0.016      0.749 
   12684.728679 [0004]  conv[18456/18451]                   0.003      0.000      0.848 
   12684.728681 [0002]  conv[18458/18451]                   0.000      0.006      0.823 
   12684.728688 [0002]  rcu_preempt[15]                     8.000      0.010      0.007 
   12684.728704 [0004]  iio-sensor-prox[620]              207.118      0.009      0.025 
   12684.728733 [0005]  kworker/u32:13-[17311]              3.272      0.358      0.062 
   12684.728821 [0001]  conv[18457/18451]                   0.005      0.000      0.257 
   12684.728826 [0001]  gfx[850]                            0.257      0.005      0.005 
   12684.728860 [0004]  conv[18456/18451]                   0.025      0.000      0.156 
   12684.728882 [0004]  iio-sensor-prox[620]                0.156      0.008      0.021 
   12684.729014 [0004]  conv[18456/18451]                   0.021      0.000      0.131 
   12684.729032 [0004]  iio-sensor-prox[620]                0.131      0.005      0.018 
   12684.729137 [0004]  conv[18456/18451]                   0.018      0.000      0.104 
   12684.729218 [0004]  iio-sensor-prox[620]                0.104      0.005      0.081 
   12684.729350 [0004]  conv[18456/18451]                   0.081      0.000      0.131 
   12684.729368 [0004]  iio-sensor-prox[620]                0.131      0.005      0.018 
   12684.729471 [0004]  conv[18456/18451]                   0.018      0.000      0.103 
   12684.729477 [0004]  iio-sensor-prox[620]                0.103      0.004      0.005 
   12684.730108 [0002]  conv[18458/18451]                   0.007      0.000      1.419 
   12684.730190 [0002]  avahi-daemon[609]                  90.049      0.007      0.082 
   12684.731238 [0002]  conv[18458/18451]                   0.082      0.000      1.048 
   12684.731345 [0002]  avahi-daemon[609]                   1.048      0.005      0.106 
   12684.731749 [0004]  conv[18456/18451]                   0.005      0.000      2.272 
   12684.731839 [0002]  conv[18458/18451]                   0.106      0.000      0.494 
   12684.731858 [0002]  CompositorTileW[17627/17603]        0.000      0.006      0.018 
   12684.731882 [0007]  conv[18459/18451]                   0.000      0.012      3.989 
   12684.731922 [0004]  Compositor[17623/17603]            16.271      0.005      0.172 
   12684.731958 [0007]  Chrome_ChildIOT[17607/17566]       16.370      0.008      0.076 
   12684.732052 [0001]  conv[18457/18451]                   0.005      0.000      3.226 
   12684.732088 [0007]  VizCompositorTh[17609/17566]        8.346      0.022      0.129 
   12684.732089 [0001]  Chrome_ChildIOT[17616/17603]       16.627      0.011      0.036 
   12684.732120 [0006]  conv[18455/18451]                   0.000      0.002      4.347 
   12684.732162 [0006]  code[17603]                        18.293      0.009      0.041 
   12684.732167 [0007]  conv[18459/18451]                   0.206      0.000      0.078 
